,District,1. Population (female) age 6+ years who ever attended school (%),4. Sex ratio at birth for children born in the last five years (females per 1000 males),7. Households with an improved drinking-water source1 (%),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),10. Households using iodized salt (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),25. Total unmet need (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),73. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),74. Women who are overweight or obese (BMI >=25.0 kg/m2) (%),75. Men who are overweight or obese (BMI >=25.0 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),80. Men age 15-49 years who are anaemic (<13.0 g/dl) (%),State,Region,Zone
739,Raigarh,medium,low,high,medium,medium,high,high,high,medium,medium,high,low,medium,medium,high,medium,high,medium,low,low,medium,medium,medium,medium,low,medium,high,low,MH,Rural,Western Zone
742,Pune,medium,low,high,medium,medium,high,high,high,medium,medium,high,low,high,high,high,high,medium,high,low,low,low,medium,low,medium,low,medium,medium,low,MH,Rural,Western Zone
744,Ahmadnagar,medium,low,high,medium,medium,high,high,high,medium,medium,medium,low,medium,low,high,medium,high,medium,low,low,medium,medium,medium,low,low,medium,medium,medium,MH,Rural,Western Zone
746,Bid,medium,medium,high,medium,low,high,medium,high,medium,high,high,low,high,low,high,medium,high,medium,low,low,medium,medium,medium,low,low,medium,low,low,MH,Rural,Western Zone
748,Latur,medium,medium,high,low,low,high,high,high,medium,medium,high,low,high,medium,high,medium,medium,medium,low,low,medium,medium,medium,medium,low,medium,medium,low,MH,Rural,Western Zone
750,Osmanabad,medium,low,high,low,low,high,high,high,medium,medium,high,low,high,medium,high,medium,high,medium,low,low,medium,medium,medium,medium,medium,medium,low,low,MH,Rural,Western Zone
752,Solapur,high,medium,high,medium,high,high,high,high,medium,medium,high,low,high,high,high,high,medium,medium,low,low,low,low,low,high,medium,medium,medium,low,MH,Urban,Western Zone
753,Solapur,medium,low,high,medium,medium,high,medium,high,low,medium,high,low,high,medium,high,medium,medium,medium,low,low,low,medium,low,low,medium,medium,medium,low,MH,Rural,Western Zone
755,Satara,medium,medium,high,medium,medium,high,high,high,medium,medium,high,low,high,medium,high,medium,medium,high,low,low,low,medium,medium,low,medium,medium,medium,low,MH,Rural,Western Zone
757,Ratnagiri,medium,medium,high,medium,low,medium,high,high,low,low,medium,medium,high,high,high,high,high,medium,low,low,low,medium,medium,low,medium,medium,medium,low,MH,Rural,Western Zone
764,Sangli,high,medium,high,medium,medium,high,high,high,medium,medium,medium,low,medium,medium,high,medium,medium,medium,low,low,low,medium,low,medium,high,medium,medium,low,MH,Rural,Western Zone
766,West Garo Hills,medium,medium,low,medium,low,high,high,medium,medium,low,medium,medium,medium,low,medium,medium,medium,high,medium,medium,medium,low,low,low,low,medium,high,high,ML,Rural,North Eastern Zone
768,East Garo Hills,high,medium,low,medium,low,high,medium,medium,low,low,low,high,low,low,medium,low,medium,medium,medium,medium,medium,low,low,low,low,high,high,high,ML,Rural,North Eastern Zone
770,South Garo Hills,high,medium,medium,high,low,high,high,high,medium,low,low,medium,medium,medium,high,high,high,low,high,high,low,low,low,low,medium,high,medium,high,ML,Rural,North Eastern Zone
772,West Khasi Hills,high,medium,medium,high,low,high,high,high,low,low,low,high,medium,medium,low,high,medium,medium,high,medium,high,low,low,low,low,medium,medium,medium,ML,Rural,North Eastern Zone
774,Ribhoi,high,medium,medium,medium,low,high,high,medium,low,low,low,high,medium,medium,medium,medium,medium,high,high,medium,high,low,medium,low,low,medium,high,medium,ML,Rural,North Eastern Zone
776,East Khasi Hills,high,low,high,medium,high,high,high,high,high,low,medium,medium,high,high,high,high,high,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,low,ML,Urban,North Eastern Zone
777,East Khasi Hills,high,medium,high,medium,low,high,high,high,low,low,low,high,high,high,medium,medium,medium,medium,high,medium,high,low,low,low,low,medium,medium,low,ML,Rural,North Eastern Zone
779,Jaintia Hills,high,medium,medium,medium,low,high,high,medium,low,medium,low,medium,medium,medium,medium,high,medium,high,medium,medium,high,low,low,low,low,low,medium,medium,ML,Rural,North Eastern Zone
781,Senapati,high,low,low,medium,low,high,high,high,medium,low,low,high,medium,low,low,medium,low,medium,medium,low,medium,low,low,medium,medium,low,low,low,MN,Rural,North Eastern Zone
783,Tamenglong,medium,medium,low,medium,low,high,medium,high,low,low,low,high,low,low,low,medium,low,high,medium,medium,medium,low,low,low,low,low,low,low,MN,Rural,North Eastern Zone
785,Churachandpur,high,medium,low,medium,medium,high,high,high,medium,low,low,high,medium,low,medium,medium,low,medium,medium,low,medium,low,low,medium,low,low,low,low,MN,Rural,North Eastern Zone
787,Bishnupur,high,low,low,medium,medium,high,high,high,medium,low,low,high,high,medium,high,high,low,high,medium,medium,low,low,low,medium,medium,low,low,low,MN,Urban,North Eastern Zone
788,Bishnupur,high,low,low,medium,low,high,high,high,medium,low,low,high,high,medium,high,high,low,high,medium,low,low,low,low,medium,medium,low,low,low,MN,Rural,North Eastern Zone
790,Thoubal,high,medium,low,medium,medium,high,high,high,medium,low,low,high,high,medium,high,medium,low,medium,medium,medium,low,low,low,medium,medium,low,low,low,MN,Urban,North Eastern Zone
791,Thoubal,medium,low,low,medium,low,high,high,high,medium,low,low,high,high,medium,high,high,low,medium,medium,medium,medium,low,low,medium,low,low,low,low,MN,Rural,North Eastern Zone
793,Imphal West,high,medium,medium,medium,high,high,high,high,high,low,low,high,high,high,high,high,medium,medium,medium,medium,low,low,low,high,medium,low,low,low,MN,Urban,North Eastern Zone
794,Imphal West,high,medium,low,medium,medium,high,high,high,medium,low,low,high,high,medium,high,high,medium,medium,medium,medium,low,low,low,medium,medium,low,low,low,MN,Rural,North Eastern Zone
796,Imphal East,high,low,low,medium,high,high,high,high,high,low,low,high,high,medium,high,high,low,medium,low,low,low,low,low,high,medium,low,low,low,MN,Urban,North Eastern Zone
797,Imphal East,high,medium,low,medium,medium,high,high,high,medium,low,low,high,high,medium,high,high,low,high,medium,medium,low,low,low,medium,medium,low,low,low,MN,Rural,North Eastern Zone
799,Ukhrul,high,medium,low,medium,low,high,high,high,medium,low,low,high,low,low,low,medium,low,high,medium,medium,medium,low,low,low,low,low,low,low,MN,Rural,North Eastern Zone
801,Chandel,high,medium,low,medium,low,high,high,high,medium,low,low,high,medium,low,medium,medium,low,medium,low,low,medium,low,low,medium,low,low,low,low,MN,Rural,North Eastern Zone
803,Sheopur,low,medium,high,low,low,high,low,medium,low,medium,medium,low,low,low,high,medium,medium,medium,low,low,high,high,high,low,low,high,high,medium,MP,Rural,Central Zone
805,Morena,medium,medium,high,low,low,medium,medium,high,low,medium,high,low,medium,low,high,medium,medium,low,low,low,high,medium,medium,low,low,high,medium,medium,MP,Rural,Central Zone
807,Bhind,medium,low,high,low,low,high,medium,medium,low,medium,high,medium,low,low,high,medium,medium,medium,low,low,high,medium,medium,low,low,high,high,high,MP,Rural,Central Zone
809,Gwalior,high,low,high,high,high,high,high,high,medium,low,medium,low,medium,medium,high,medium,medium,low,low,low,medium,medium,medium,medium,low,high,medium,medium,MP,Urban,Central Zone
810,Gwalior,medium,low,high,low,low,high,low,medium,low,medium,medium,low,low,medium,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,high,high,MP,Rural,Central Zone
812,Datia,medium,low,high,low,low,medium,medium,medium,low,medium,high,medium,low,low,high,medium,medium,low,low,low,high,medium,high,low,low,high,high,medium,MP,Rural,Central Zone
814,Shivpuri,low,medium,medium,low,low,high,low,medium,low,medium,high,medium,low,low,high,medium,medium,low,low,low,high,medium,high,low,low,high,medium,medium,MP,Rural,Central Zone
816,Tikamgarh,medium,low,medium,low,low,low,low,medium,low,high,medium,medium,low,low,high,low,medium,low,low,low,high,medium,medium,low,low,high,medium,medium,MP,Rural,Central Zone
818,Chhatarpur,medium,low,medium,low,low,low,low,high,low,high,medium,low,low,low,high,medium,medium,medium,low,low,medium,medium,high,low,low,high,medium,low,MP,Rural,Central Zone
820,Panna,medium,low,medium,low,low,medium,medium,medium,low,medium,medium,medium,low,low,high,low,medium,low,low,low,medium,medium,high,low,low,high,medium,low,MP,Rural,Central Zone
822,Sagar,medium,low,medium,low,low,high,medium,high,low,medium,medium,medium,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,medium,low,MP,Rural,Central Zone
824,Damoh,medium,low,medium,low,low,medium,medium,high,low,medium,medium,medium,low,low,medium,medium,medium,medium,low,low,medium,medium,high,low,low,high,medium,medium,MP,Rural,Central Zone
826,Satna,medium,medium,high,low,low,high,medium,high,low,medium,medium,medium,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,medium,medium,MP,Rural,Central Zone
828,Rewa,medium,low,high,low,low,high,medium,high,low,medium,medium,medium,low,low,high,medium,medium,medium,low,low,medium,medium,medium,low,low,medium,medium,medium,MP,Rural,Central Zone
830,Umaria,medium,medium,medium,low,low,high,medium,medium,low,medium,medium,low,low,low,high,medium,medium,low,low,low,medium,medium,high,low,low,high,high,high,MP,Rural,Central Zone
832,Neemuch,medium,low,medium,low,low,high,low,high,low,medium,low,low,medium,low,high,medium,high,low,low,low,medium,medium,low,low,low,high,medium,medium,MP,Rural,Central Zone
834,Mandsaur,medium,low,medium,low,low,high,low,high,low,high,low,medium,low,low,high,medium,medium,low,low,low,medium,medium,high,low,low,high,medium,medium,MP,Rural,Central Zone
836,Ratlam,low,medium,high,low,low,high,low,medium,low,high,low,medium,low,low,high,medium,medium,low,low,low,high,high,high,low,low,high,medium,medium,MP,Rural,Central Zone
838,Ujjain,high,medium,high,high,high,high,high,high,medium,low,medium,medium,medium,low,high,medium,high,low,low,low,medium,low,medium,medium,medium,high,medium,low,MP,Urban,Central Zone
839,Ujjain,medium,medium,high,medium,low,high,low,high,low,high,medium,low,low,low,high,medium,high,low,low,low,medium,medium,medium,low,low,high,medium,low,MP,Rural,Central Zone
841,Shajapur,low,low,high,low,low,high,low,high,low,medium,medium,low,medium,medium,high,medium,medium,low,low,low,high,medium,medium,low,low,high,medium,medium,MP,Rural,Central Zone
843,Dewas,medium,medium,high,medium,low,high,medium,high,low,medium,high,low,medium,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,medium,low,MP,Rural,Central Zone
845,Dhar,low,medium,high,low,low,high,low,medium,low,medium,medium,low,low,low,high,medium,medium,low,medium,low,medium,medium,high,low,low,high,medium,medium,MP,Rural,Central Zone
847,Indore,high,low,high,high,high,high,high,high,medium,low,medium,low,high,medium,high,medium,medium,low,medium,low,medium,low,medium,medium,medium,high,medium,medium,MP,Urban,Central Zone
849,Khargone (West Nimar),medium,medium,high,low,low,high,medium,medium,low,medium,high,low,medium,low,high,medium,high,low,low,low,high,high,medium,low,low,high,medium,medium,MP,Rural,Central Zone
851,Barwani,low,low,high,low,low,high,low,low,low,high,medium,low,low,low,medium,medium,medium,low,low,low,high,high,high,low,low,high,high,high,MP,Rural,Central Zone
853,Rajgarh,low,medium,medium,low,low,high,low,medium,low,medium,medium,medium,low,low,high,medium,medium,low,low,low,medium,high,high,low,low,medium,medium,low,MP,Rural,Central Zone
855,Vidisha,medium,medium,high,low,low,high,medium,medium,low,medium,low,medium,low,low,medium,medium,medium,medium,low,low,medium,medium,high,low,low,high,medium,medium,MP,Rural,Central Zone
857,Bhopal,high,low,high,high,high,high,high,high,medium,low,medium,medium,medium,medium,high,medium,medium,low,low,low,high,low,medium,medium,medium,high,medium,medium,MP,Urban,Central Zone
859,Sehore,medium,low,high,medium,low,high,medium,high,low,medium,high,medium,medium,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,medium,medium,MP,Rural,Central Zone
861,Raisen,medium,medium,high,low,low,high,medium,medium,low,medium,high,low,medium,low,high,high,high,medium,low,low,medium,medium,high,low,low,high,medium,medium,MP,Rural,Central Zone
863,Betul,medium,low,high,low,low,high,medium,medium,low,low,high,low,low,low,high,high,high,medium,low,low,medium,medium,medium,low,low,medium,medium,medium,MP,Rural,Central Zone
865,Harda,medium,low,high,medium,low,high,medium,medium,low,medium,medium,low,medium,low,high,medium,high,low,low,low,medium,medium,medium,low,low,high,medium,medium,MP,Rural,Central Zone
867,Hoshangabad,high,medium,high,high,high,high,high,high,medium,low,medium,low,medium,medium,high,medium,high,low,low,low,medium,low,low,medium,low,high,medium,medium,MP,Urban,Central Zone
868,Hoshangabad,medium,medium,high,low,low,high,medium,high,low,low,medium,low,medium,low,high,medium,high,medium,low,low,medium,medium,medium,low,low,high,medium,medium,MP,Rural,Central Zone
870,Katni,medium,medium,high,low,low,medium,medium,medium,low,medium,medium,low,low,low,high,medium,high,medium,medium,medium,high,medium,medium,low,low,high,medium,medium,MP,Rural,Central Zone
872,Jabalpur,high,low,high,high,high,high,high,high,medium,low,medium,medium,medium,medium,high,medium,medium,medium,low,low,low,low,medium,medium,medium,medium,medium,low,MP,Urban,Central Zone
873,Jabalpur,medium,medium,high,low,low,medium,medium,high,low,medium,high,low,medium,medium,high,high,high,medium,low,low,medium,medium,medium,low,low,medium,medium,medium,MP,Rural,Central Zone
875,Narsimhapur,medium,low,high,low,low,high,medium,high,low,medium,medium,low,low,medium,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,medium,low,MP,Rural,Central Zone
877,Dindori,medium,low,medium,low,low,medium,medium,medium,low,medium,high,low,low,low,medium,medium,medium,low,low,low,medium,high,medium,low,low,high,high,high,MP,Rural,Central Zone
879,Mandla,medium,medium,medium,low,low,medium,medium,medium,low,medium,high,low,medium,low,medium,medium,medium,medium,low,low,medium,high,high,low,low,high,high,high,MP,Rural,Central Zone
881,Chhindwara,medium,low,medium,low,low,high,medium,medium,low,low,high,low,medium,medium,high,medium,high,low,low,low,medium,medium,medium,low,low,high,medium,medium,MP,Rural,Central Zone
883,Seoni,medium,medium,medium,low,low,high,medium,medium,low,low,high,low,medium,medium,high,medium,high,medium,low,low,medium,medium,medium,low,low,medium,medium,medium,MP,Rural,Central Zone
885,Balaghat,medium,medium,medium,low,low,high,medium,high,low,low,high,low,medium,medium,high,medium,medium,medium,low,low,medium,high,high,low,low,high,high,high,MP,Rural,Central Zone
887,Guna,low,medium,high,low,low,high,low,medium,low,medium,high,low,low,low,high,medium,medium,medium,low,low,medium,high,high,low,low,high,medium,low,MP,Rural,Central Zone
889,Ashoknagar,medium,medium,high,low,low,high,low,medium,low,medium,high,medium,medium,low,high,low,medium,low,low,low,medium,medium,high,low,low,medium,medium,medium,MP,Rural,Central Zone
891,Shahdol,medium,low,medium,low,low,high,medium,high,low,medium,medium,low,low,low,high,medium,medium,medium,low,low,medium,medium,medium,low,low,high,high,high,MP,Rural,Central Zone
893,Anuppur,medium,low,medium,low,low,high,medium,medium,low,medium,medium,medium,low,medium,high,medium,medium,medium,low,low,medium,medium,medium,low,low,high,high,high,MP,Rural,Central Zone
895,Sidhi,medium,low,medium,low,low,high,medium,high,low,medium,medium,medium,low,low,medium,low,medium,medium,low,low,high,medium,medium,low,low,high,medium,medium,MP,Rural,Central Zone
897,Singrauli,medium,medium,low,low,low,high,low,medium,low,medium,medium,medium,low,low,medium,medium,medium,low,low,low,medium,medium,low,low,low,medium,medium,medium,MP,Rural,Central Zone
899,Jhabua,low,medium,high,low,low,high,low,low,low,high,low,medium,low,low,high,low,medium,low,low,low,medium,medium,medium,low,low,high,high,medium,MP,Rural,Central Zone
901,Alirajpur,low,medium,high,low,low,high,low,low,low,medium,medium,low,low,low,medium,low,medium,low,low,low,high,high,high,low,low,high,high,high,MP,Rural,Central Zone
903,Khandwa (East Nimar),medium,low,medium,low,low,high,low,medium,low,low,high,low,medium,medium,high,medium,high,low,low,low,medium,high,high,low,low,high,high,low,MP,Rural,Central Zone
905,Burhanpur,high,low,high,medium,high,high,high,medium,medium,low,medium,medium,medium,medium,high,medium,medium,medium,low,low,medium,medium,medium,medium,medium,high,high,medium,MP,Urban,Central Zone
906,Burhanpur,medium,medium,high,low,low,high,low,low,low,medium,high,low,medium,low,medium,low,medium,medium,low,low,high,medium,medium,low,low,high,high,medium,MP,Rural,Central Zone
909,Mamit,high,medium,high,medium,low,high,high,high,low,low,medium,medium,medium,medium,medium,low,medium,high,low,low,medium,low,low,low,low,low,low,low,MZ,Rural,North Eastern Zone
911,Kolasib,high,medium,high,high,high,high,high,high,medium,low,medium,medium,high,high,high,medium,high,high,medium,medium,low,low,low,medium,medium,medium,medium,low,MZ,Urban,North Eastern Zone
912,Kolasib,high,medium,high,high,medium,high,high,high,low,low,medium,high,medium,medium,medium,medium,medium,high,medium,medium,medium,low,low,medium,low,medium,medium,medium,MZ,Rural,North Eastern Zone
914,Aizwal,high,low,high,high,high,high,high,high,high,low,medium,medium,high,high,high,medium,high,medium,medium,medium,low,low,low,medium,medium,low,low,low,MZ,Urban,North Eastern Zone
917,Champhai,high,medium,high,high,high,high,high,high,medium,low,medium,high,medium,medium,high,medium,high,medium,medium,medium,low,low,low,medium,medium,low,low,low,MZ,Urban,North Eastern Zone
918,Champhai,high,medium,high,high,low,high,high,high,low,low,medium,medium,medium,medium,high,medium,high,medium,medium,medium,medium,low,low,low,low,low,low,low,MZ,Rural,North Eastern Zone
920,Serchhip,high,low,high,high,high,high,high,high,medium,low,medium,medium,high,high,high,medium,high,high,medium,low,low,low,low,medium,low,low,low,low,MZ,Urban,North Eastern Zone
921,Serchhip,high,medium,high,high,low,high,high,high,low,low,medium,medium,medium,medium,high,medium,high,high,high,high,medium,low,low,low,low,low,low,low,MZ,Rural,North Eastern Zone
923,Lunglei,high,low,high,high,high,high,high,high,high,low,medium,medium,high,medium,high,medium,high,medium,low,low,low,low,low,medium,medium,low,low,medium,MZ,Urban,North Eastern Zone
924,Lunglei,high,low,high,medium,low,high,high,high,low,medium,low,medium,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,medium,medium,MZ,Rural,North Eastern Zone
927,Lawngtlai,medium,medium,high,medium,low,high,medium,high,low,low,low,medium,low,medium,low,low,low,high,low,low,medium,low,low,low,low,low,medium,low,MZ,Rural,North Eastern Zone
929,Saiha,high,medium,high,high,high,high,high,high,high,low,medium,high,medium,high,high,medium,medium,high,low,low,low,low,low,low,low,low,low,medium,MZ,Urban,North Eastern Zone
930,Saiha,high,low,high,high,low,high,high,high,low,low,medium,high,medium,medium,low,medium,high,high,low,low,medium,low,low,low,low,low,low,low,MZ,Rural,North Eastern Zone
932,Mon,medium,low,medium,high,low,high,medium,low,low,low,low,medium,low,low,low,low,low,high,medium,medium,medium,low,low,low,medium,medium,medium,low,NL,Rural,North Eastern Zone
936,Zunheboto,high,low,high,high,low,high,high,high,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,NL,Rural,North Eastern Zone
938,Wokha,high,medium,medium,high,low,high,high,high,low,low,low,medium,low,low,low,low,low,high,high,high,low,low,low,low,low,low,medium,medium,NL,Rural,North Eastern Zone
940,Dimapur,high,medium,high,medium,high,high,high,high,medium,low,low,high,low,low,medium,low,low,medium,medium,medium,low,low,low,medium,low,low,low,low,NL,Urban,North Eastern Zone
941,Dimapur,high,medium,medium,high,medium,high,high,high,medium,low,low,medium,low,low,medium,low,low,medium,medium,medium,low,low,medium,medium,low,low,low,low,NL,Rural,North Eastern Zone
943,Phek,medium,medium,high,high,low,high,medium,high,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,NL,Rural,North Eastern Zone
945,Tuensang,medium,medium,high,high,low,high,medium,medium,low,low,low,high,low,low,low,medium,low,medium,low,low,medium,low,low,low,low,low,low,low,NL,Rural,North Eastern Zone
947,Longleng,high,low,low,high,low,high,high,high,low,medium,low,medium,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,NL,Rural,North Eastern Zone
949,Kiphire,medium,medium,high,high,low,high,medium,medium,low,low,low,medium,low,low,low,low,low,medium,medium,medium,high,low,low,low,low,low,low,low,NL,Rural,North Eastern Zone
951,Kohima,high,medium,high,medium,high,high,high,high,high,low,low,medium,medium,low,medium,medium,medium,medium,high,high,low,low,low,medium,medium,low,low,low,NL,Urban,North Eastern Zone
952,Kohima,high,medium,high,high,low,high,high,high,low,low,low,medium,low,low,medium,medium,low,medium,medium,medium,low,low,low,medium,medium,low,low,low,NL,Rural,North Eastern Zone
954,Peren,medium,medium,medium,high,low,high,medium,high,low,medium,low,high,low,low,low,medium,low,medium,medium,low,low,low,low,low,low,low,low,low,NL,Rural,North Eastern Zone
956,Bargarh,medium,medium,high,low,low,high,medium,high,low,low,medium,low,medium,medium,high,high,high,high,low,low,medium,medium,low,low,low,high,high,medium,OR,Rural,Eastern Zone
958,Jharsuguda,high,medium,high,medium,medium,high,high,high,medium,low,high,low,high,medium,high,high,high,high,low,low,low,low,low,medium,medium,high,high,medium,OR,Urban,Eastern Zone
959,Jharsuguda,medium,medium,high,low,low,high,medium,high,low,low,high,low,high,medium,high,high,high,high,low,low,medium,medium,high,low,low,high,high,medium,OR,Rural,Eastern Zone
961,Sambalpur,medium,medium,high,low,low,high,medium,high,low,low,medium,low,high,medium,high,high,medium,medium,low,low,medium,medium,medium,low,low,high,high,high,OR,Rural,Eastern Zone
963,Debagarh,medium,medium,high,low,low,high,medium,medium,low,medium,medium,medium,medium,medium,high,medium,high,high,low,low,medium,medium,medium,low,low,low,medium,medium,OR,Rural,Eastern Zone
965,Sundargarh,high,medium,high,medium,medium,high,high,high,medium,low,medium,medium,high,medium,high,high,high,high,medium,medium,medium,medium,medium,medium,medium,medium,high,medium,OR,Urban,Eastern Zone
966,Sundargarh,medium,medium,high,low,low,high,medium,high,low,low,medium,low,high,medium,high,high,medium,high,medium,low,medium,medium,low,low,low,high,high,high,OR,Rural,Eastern Zone
968,Kendujhar,medium,low,high,low,low,high,medium,high,low,medium,medium,high,medium,medium,high,high,high,medium,low,low,medium,medium,medium,low,low,low,medium,medium,OR,Rural,Eastern Zone
970,Mayurbhanj,medium,medium,high,low,low,medium,medium,medium,low,medium,medium,medium,high,medium,high,high,high,medium,low,low,medium,medium,medium,low,low,low,medium,medium,OR,Rural,Eastern Zone
972,Baleshwar,medium,medium,high,low,low,medium,high,high,low,low,medium,medium,medium,low,high,high,medium,medium,low,low,medium,medium,low,low,medium,low,medium,medium,OR,Rural,Eastern Zone
974,Bhadrak,high,low,high,low,low,high,high,high,low,low,low,high,low,low,high,high,high,medium,low,low,medium,medium,medium,low,medium,low,medium,medium,OR,Rural,Eastern Zone
976,Kendrapara,high,medium,high,low,low,high,high,medium,medium,low,medium,medium,medium,low,high,high,medium,medium,low,low,low,medium,medium,low,low,low,medium,medium,OR,Rural,Eastern Zone
978,Jagatsinghapur,high,medium,high,low,low,high,high,high,medium,low,medium,medium,high,medium,high,high,high,medium,medium,low,low,low,medium,medium,medium,low,medium,low,OR,Rural,Eastern Zone
980,Cuttack,high,medium,high,low,low,high,high,high,low,low,medium,medium,medium,low,high,high,high,high,low,low,low,medium,medium,medium,medium,low,medium,medium,OR,Rural,Eastern Zone
982,Jajapur,high,low,high,low,low,high,high,high,medium,low,medium,medium,medium,medium,high,high,high,medium,low,low,medium,medium,medium,low,low,low,medium,medium,OR,Rural,Eastern Zone
984,Dhenkanal,medium,medium,medium,low,low,high,medium,medium,low,medium,medium,low,medium,medium,high,high,medium,high,low,low,low,medium,medium,low,low,medium,medium,medium,OR,Rural,Eastern Zone
986,Anugul,medium,low,medium,low,low,high,medium,high,low,low,medium,low,high,medium,high,high,medium,high,low,low,medium,medium,medium,low,low,low,medium,medium,OR,Rural,Eastern Zone
988,Nayagarh,medium,low,high,low,low,high,high,high,low,medium,medium,low,medium,medium,high,high,high,medium,low,low,low,low,medium,medium,medium,low,medium,medium,OR,Rural,Eastern Zone
990,Khordha,high,medium,high,medium,high,high,high,high,medium,low,medium,low,medium,medium,high,medium,high,medium,low,low,low,low,low,high,medium,low,medium,low,OR,Urban,Eastern Zone
991,Khordha,high,low,medium,low,low,high,high,high,medium,low,medium,medium,medium,medium,high,high,high,high,medium,low,low,low,low,medium,medium,low,medium,low,OR,Rural,Eastern Zone
993,Puri,high,medium,high,medium,low,high,high,high,low,low,medium,low,high,medium,high,high,high,medium,medium,medium,low,low,low,medium,medium,low,medium,low,OR,Rural,Eastern Zone
995,Ganjam,medium,low,high,low,low,high,medium,medium,low,medium,medium,medium,medium,low,high,medium,medium,high,low,low,medium,medium,medium,medium,low,medium,medium,high,OR,Rural,Eastern Zone
997,Gajapati,low,low,medium,low,low,medium,low,low,low,medium,medium,low,medium,low,medium,medium,medium,high,low,low,medium,medium,medium,low,low,medium,high,medium,OR,Rural,Eastern Zone
999,Kandhamal,medium,medium,medium,low,low,high,medium,high,low,low,medium,low,medium,medium,high,high,high,medium,low,low,medium,medium,medium,low,low,medium,medium,medium,OR,Rural,Eastern Zone
1001,Baudh,medium,medium,high,low,low,high,medium,high,low,low,medium,low,high,medium,high,high,medium,high,low,low,medium,medium,medium,low,low,medium,medium,medium,OR,Rural,Eastern Zone
1003,Subarnapur,medium,medium,high,low,low,high,medium,high,low,low,medium,low,high,medium,high,high,high,high,medium,low,medium,medium,medium,low,low,high,high,medium,OR,Rural,Eastern Zone
1005,Balangir,medium,medium,high,low,low,high,medium,high,low,low,medium,low,high,medium,high,high,medium,high,low,low,medium,medium,medium,low,low,high,high,medium,OR,Rural,Eastern Zone
1007,Nuapada,medium,medium,high,low,low,high,medium,medium,low,low,medium,low,high,medium,high,high,medium,high,low,low,medium,medium,medium,low,low,medium,high,high,OR,Rural,Eastern Zone
1009,Kalahandi,low,low,high,low,low,high,low,medium,low,low,medium,low,medium,medium,high,high,high,high,low,low,medium,high,high,low,low,high,high,high,OR,Rural,Eastern Zone
1011,Rayagada,low,medium,high,low,low,medium,low,low,low,medium,medium,low,medium,medium,high,high,high,high,low,low,medium,high,high,low,low,medium,medium,medium,OR,Rural,Eastern Zone
1013,Nabarangapur,low,medium,high,low,low,medium,low,low,low,medium,medium,low,high,medium,medium,high,high,medium,low,low,medium,high,medium,low,low,high,high,high,OR,Rural,Eastern Zone
1015,Koraput,low,low,high,low,low,high,low,medium,low,medium,medium,low,medium,medium,medium,medium,medium,high,low,low,medium,high,medium,low,low,high,high,high,OR,Rural,Eastern Zone
1017,Malkangiri,low,low,high,low,low,high,low,low,low,medium,medium,low,high,medium,medium,high,medium,medium,medium,medium,medium,high,medium,low,low,high,high,high,OR,Rural,Eastern Zone
1019,Gurdaspur,high,low,high,high,medium,high,high,high,high,low,high,low,medium,medium,high,high,high,low,low,low,low,low,medium,medium,low,high,medium,medium,PB,Rural,Northern Zone
1021,Kapurthala,high,low,high,high,high,high,high,high,high,low,high,low,high,medium,high,high,high,medium,low,low,low,low,low,high,medium,medium,medium,medium,PB,Urban,Northern Zone
1024,Jalandhar,high,low,high,high,high,high,high,high,high,low,high,low,high,high,high,high,high,low,low,low,low,low,low,medium,medium,medium,medium,low,PB,Urban,Northern Zone
1027,Hoshiarpur,high,low,high,high,medium,high,high,medium,high,low,high,low,high,medium,high,high,medium,low,low,low,low,low,low,medium,medium,medium,high,medium,PB,Rural,Northern Zone
