,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
736,Y.S.R.,381.0,400.0,55.0,75.0,1010.0,829.0,93.9,92.9,78.3,88.8,56.6,20.5,57.1,95.0,78.2,96.9,57.1,49.4,75.3,10.6,92.3,4.5,64.6,72.2,55.4,2.6,3.6,34.3,13.1,52.1,55.2,19.4,2.0,10.3,AP,Urban,Southern Zone
737,Y.S.R.,397.0,382.0,48.0,49.7,1050.0,604.0,54.3,60.2,54.3,67.4,32.3,34.2,60.5,87.9,86.4,98.3,57.3,52.7,66.1,32.9,94.4,3.3,65.8,86.9,30.4,7.1,9.3,37.4,22.0,57.7,59.2,17.1,4.9,11.9,AP,Rural,Southern Zone
739,Kurnool,569.0,654.0,97.0,52.1,1038.0,867.0,46.4,53.8,44.2,66.2,20.2,44.5,67.3,79.1,68.8,93.4,51.2,35.1,64.2,21.4,70.2,12.7,69.6,73.5,30.7,0.0,0.0,44.7,23.7,54.9,53.3,31.5,6.1,7.5,AP,Rural,Southern Zone
741,Anantapur,561.0,554.0,71.0,52.1,988.0,1077.0,35.0,55.9,53.7,80.9,28.8,26.8,65.4,82.8,74.6,88.9,60.9,46.7,79.0,22.4,86.6,5.4,76.4,60.8,53.2,17.7,18.7,38.7,24.5,51.0,49.7,40.3,5.0,11.0,AP,Rural,Southern Zone
743,Chittoor,554.0,540.0,71.0,60.9,1077.0,1140.0,30.0,47.0,63.5,82.3,34.9,32.5,61.3,65.3,70.8,94.5,62.2,45.8,77.4,20.8,92.7,1.3,74.1,76.0,44.6,0.0,1.7,31.7,23.6,46.4,48.1,24.3,2.1,5.8,AP,Rural,Southern Zone
745,Ganganagar,774.62,1001.68,153.4,61.41,919.7,874.23,70.62,25.61,67.02,84.89,26.72,20.79,64.79,62.28,45.35,94.47,29.69,14.19,65.82,25.01,91.87,1.33,81.31,61.46,27.0,4.97,3.52,28.08,23.45,40.29,36.22,12.53,4.0,9.91,RJ,Rural,Northern Zone
747,Hanumangarh,733.68,864.5,146.22,58.38,930.79,1040.37,51.05,13.92,60.67,81.36,26.99,24.19,69.16,67.66,22.58,91.42,14.81,4.43,61.72,21.8,83.36,6.64,63.36,45.21,28.42,0.0,0.0,35.25,24.5,47.86,34.66,13.15,3.4,3.86,RJ,Rural,Northern Zone
749,Bikaner,416.9,558.29,80.83,73.58,946.88,1004.8,81.84,86.73,77.31,88.49,39.13,21.1,70.41,79.84,59.05,94.21,11.58,8.42,67.07,20.01,86.57,3.85,55.59,28.14,17.59,2.23,1.61,29.56,18.52,55.21,43.61,28.81,3.42,14.48,RJ,Urban,Northern Zone
750,Bikaner,678.56,863.67,134.5,54.49,962.43,974.32,54.35,10.76,48.49,72.56,13.28,41.9,64.52,60.64,26.65,92.56,9.92,4.1,62.59,23.48,67.42,9.18,56.18,26.34,15.34,1.3,1.17,35.6,27.06,49.42,42.65,25.99,4.29,6.89,RJ,Rural,Northern Zone
752,Churu,719.17,859.18,112.08,53.85,1003.9,877.16,72.44,12.35,54.87,76.24,23.93,37.72,51.69,55.14,16.88,94.87,16.86,3.38,59.65,12.48,80.3,6.46,58.62,32.85,40.54,5.9,5.34,32.13,29.6,42.2,34.66,25.12,8.33,9.64,RJ,Rural,Northern Zone
754,Jhunjhunun,821.67,1086.95,133.09,59.87,1049.7,946.65,61.63,40.89,68.49,95.15,39.21,25.05,60.35,61.36,46.73,94.31,28.8,17.51,75.82,23.59,97.0,1.37,71.06,58.41,28.63,1.69,2.21,33.72,21.41,48.61,41.06,15.22,5.98,10.91,RJ,Rural,Northern Zone
756,Alwar,1431.67,1836.17,208.19,58.49,951.58,780.67,32.63,10.1,55.5,92.3,24.5,44.09,55.67,49.86,19.23,86.23,11.36,2.94,49.82,13.38,80.16,1.79,45.48,42.48,29.78,2.93,4.8,43.71,27.64,54.21,41.86,14.09,5.24,5.56,RJ,Rural,Northern Zone
758,Bharatpur,962.31,1151.05,189.68,52.94,972.19,1003.82,28.44,5.91,47.23,85.4,16.8,39.5,40.02,42.72,14.24,81.32,3.01,0.93,41.92,16.48,77.26,2.02,49.14,33.88,36.35,12.66,9.98,46.77,26.51,56.23,40.12,8.9,3.9,6.49,RJ,Rural,Northern Zone
760,Dhaulpur,422.24,510.35,65.63,58.6,911.79,897.14,24.13,7.91,50.77,82.91,13.71,40.24,43.42,50.91,28.57,88.65,9.88,6.49,55.6,17.89,85.72,1.59,57.92,40.29,35.11,4.04,3.54,56.5,32.23,50.26,46.28,10.66,1.78,1.89,RJ,Rural,Northern Zone
762,Karauli,594.05,715.17,96.44,52.89,999.29,886.11,15.81,6.76,46.46,87.51,17.1,53.25,48.94,47.48,29.39,85.29,10.76,5.48,57.17,18.7,87.42,1.56,53.84,39.2,39.15,1.92,2.44,45.62,32.66,51.25,38.92,12.12,6.71,5.04,RJ,Rural,Northern Zone
764,Sawai Madhopur,561.01,695.91,96.74,48.8,1012.8,792.45,28.99,8.43,39.67,82.31,11.49,55.07,47.41,51.36,29.2,81.87,6.79,3.3,55.71,21.75,87.37,2.15,42.47,38.95,33.49,4.55,4.82,39.38,30.59,47.29,40.26,15.36,6.35,6.99,RJ,Rural,Northern Zone
766,Dausa,699.5,830.88,107.86,56.15,1004.86,949.56,31.13,8.53,52.94,92.45,22.94,46.08,50.15,56.33,28.21,85.34,15.79,7.58,74.28,10.87,89.23,2.55,53.7,29.59,23.1,3.18,2.7,33.85,30.79,44.14,27.27,16.39,8.24,8.23,RJ,Rural,Northern Zone
768,Jaipur,1539.77,1868.76,289.48,79.39,859.03,805.76,74.28,87.08,79.71,94.25,50.11,22.13,61.06,80.13,67.82,91.92,38.57,27.72,73.52,20.04,92.69,3.33,54.22,58.35,21.77,3.5,3.76,35.83,17.44,50.41,26.69,28.72,6.88,19.95,RJ,Urban,Northern Zone
769,Jaipur,1340.03,1845.61,258.46,58.42,984.3,961.17,39.46,17.33,57.33,90.74,26.55,37.22,66.28,62.71,49.65,93.08,23.9,14.94,74.57,28.24,94.98,0.23,63.73,42.42,31.15,2.12,1.83,35.61,27.99,48.63,27.51,25.5,5.29,11.67,RJ,Rural,Northern Zone
771,Sikar,945.53,1327.14,162.62,59.02,1001.99,921.38,55.27,28.22,64.86,91.6,28.31,29.85,57.65,78.82,47.85,95.08,15.38,9.07,70.22,25.23,90.91,4.58,57.54,42.42,25.01,6.68,6.72,28.42,25.7,49.91,33.29,27.57,4.6,14.88,RJ,Rural,Northern Zone
773,Nagaur,1262.08,1542.49,221.56,49.96,1024.75,800.54,50.52,15.09,48.77,79.97,19.59,47.02,51.96,52.95,42.72,86.06,12.76,6.82,67.97,20.81,88.04,4.33,43.69,44.63,25.13,5.53,7.17,39.58,27.51,53.31,38.64,15.91,7.89,10.21,RJ,Rural,Northern Zone
775,Jodhpur,682.92,800.12,112.38,75.05,948.28,970.09,84.93,91.98,77.18,95.63,49.21,22.06,63.48,70.99,56.5,92.2,22.76,15.8,76.11,30.08,88.63,2.23,54.47,59.3,38.86,6.82,5.59,38.95,16.0,57.81,41.07,23.05,9.36,12.25,RJ,Urban,Northern Zone
776,Jodhpur,1163.86,1502.72,178.47,49.26,953.87,830.74,33.55,17.05,44.31,84.87,12.24,41.92,51.83,55.58,32.57,83.38,10.88,6.58,51.51,25.35,66.33,7.2,36.33,42.35,29.13,2.98,2.65,40.92,23.51,66.11,46.09,17.56,7.36,7.71,RJ,Rural,Northern Zone
778,Jaisalmer,280.34,313.9,43.26,42.3,941.36,836.64,31.87,8.78,33.08,68.28,5.8,48.61,43.92,38.2,17.51,74.09,9.27,4.38,41.9,12.11,48.71,13.18,39.25,22.39,31.85,3.78,4.04,38.45,27.41,43.24,34.33,26.52,5.32,9.53,RJ,Rural,Northern Zone
780,Barmer,1113.88,1201.66,158.96,42.69,990.15,926.25,17.03,8.57,34.97,69.38,8.22,48.38,36.28,46.46,14.51,68.99,9.04,3.3,40.34,18.84,59.9,10.23,36.06,22.73,28.57,1.7,2.27,36.9,27.09,59.63,42.94,10.86,3.9,4.11,RJ,Rural,Northern Zone
782,Jalor,841.31,1046.25,161.03,45.61,961.29,909.27,36.09,20.8,38.84,76.44,10.9,33.86,49.03,52.91,28.35,80.02,19.7,10.28,64.77,26.56,83.33,4.14,35.73,38.5,22.07,1.03,0.84,46.36,32.24,68.38,59.74,11.73,3.12,6.05,RJ,Rural,Northern Zone
784,Sirohi,426.54,477.39,59.09,45.26,1031.06,1031.07,36.98,31.42,39.18,79.86,11.6,31.91,37.71,54.76,29.32,87.33,18.52,8.44,72.8,16.64,82.56,1.48,43.22,30.31,25.32,6.06,5.64,43.65,35.45,68.54,61.12,31.73,6.24,10.26,RJ,Rural,Northern Zone
786,Pali,916.26,1000.13,124.01,52.55,1086.66,919.16,47.95,30.61,52.31,90.39,14.5,35.03,43.31,66.03,44.63,93.1,15.55,8.01,50.13,10.2,80.97,2.5,54.81,25.46,31.42,4.02,3.45,46.27,37.13,53.87,49.57,12.73,2.14,3.14,RJ,Rural,Northern Zone
788,Ajmer,576.57,678.3,100.13,80.64,954.65,802.91,85.54,91.35,82.56,96.22,51.05,15.14,64.85,82.12,61.51,96.44,13.15,9.2,80.32,28.09,90.16,1.61,71.11,25.36,18.68,0.0,1.98,27.81,20.05,62.84,47.94,32.35,3.69,10.27,RJ,Urban,Northern Zone
789,Ajmer,818.36,1056.68,135.5,54.66,951.97,742.81,57.95,21.9,53.84,74.61,18.66,48.03,59.83,71.98,46.67,94.67,7.07,4.73,65.8,25.68,85.86,1.16,65.22,23.48,18.46,0.0,0.0,36.05,27.74,71.34,56.81,25.81,5.56,6.36,RJ,Rural,Northern Zone
791,Tonk,585.21,655.26,81.35,49.28,1000.45,972.8,24.69,8.74,46.13,89.99,18.04,52.66,54.25,76.85,47.92,96.26,21.09,10.37,88.39,26.78,95.72,0.0,73.19,37.27,45.17,6.96,6.21,34.66,33.27,76.32,63.69,19.84,2.58,3.62,RJ,Rural,Northern Zone
793,Bundi,464.81,491.37,75.3,46.74,943.55,1012.14,20.38,11.75,46.46,75.94,16.77,41.48,51.39,81.09,26.33,92.36,12.26,6.18,65.32,25.26,91.55,1.19,65.96,44.12,26.77,2.61,2.34,38.94,35.45,80.1,65.43,16.17,2.89,3.49,RJ,Rural,Northern Zone
795,Bhilwara,1069.81,1144.36,141.14,44.68,1030.66,925.73,21.35,12.36,40.4,87.74,15.37,67.34,45.96,70.28,41.27,97.64,30.99,13.97,76.26,22.29,80.81,2.38,63.97,41.83,35.07,6.19,5.28,39.61,27.48,72.59,57.18,24.28,4.58,4.63,RJ,Rural,Northern Zone
797,Rajsamand,566.97,633.56,75.99,51.86,1013.89,803.56,24.38,15.37,54.71,79.88,16.71,47.82,50.21,68.19,39.39,94.26,7.76,4.52,72.38,33.59,83.68,2.86,60.12,19.9,14.62,0.95,1.65,39.59,31.24,76.51,63.26,24.63,2.19,8.57,RJ,Rural,Northern Zone
799,Dungarpur,726.46,830.16,106.42,52.14,1015.7,808.43,29.97,12.83,51.45,78.58,22.82,30.78,55.92,71.57,42.63,94.53,9.46,6.19,69.12,29.65,85.71,0.9,64.87,14.95,17.6,0.0,0.0,47.75,39.29,76.51,73.55,30.38,3.19,6.65,RJ,Rural,Northern Zone
801,Banswara,922.51,1058.68,135.72,47.91,978.97,1022.56,15.84,7.35,40.37,76.78,16.31,29.86,51.95,62.55,42.56,94.64,14.18,10.93,60.43,35.61,92.8,2.6,47.85,46.27,38.98,0.91,0.79,51.05,35.27,85.35,78.14,24.71,5.01,6.59,RJ,Rural,Northern Zone
803,Chittaurgarh,720.07,714.0,112.39,44.25,979.85,1036.7,24.35,12.38,42.14,72.47,13.16,57.35,36.27,66.33,21.44,85.68,13.73,5.8,50.43,14.28,83.72,3.72,40.37,38.37,22.45,0.0,0.0,40.72,32.15,72.4,63.0,14.42,3.5,3.29,RJ,Rural,Northern Zone
805,Kota,702.02,784.09,133.7,76.75,936.18,814.87,63.48,82.11,77.84,95.4,45.33,15.83,61.21,89.42,62.95,96.52,41.25,27.99,76.77,31.61,92.53,1.34,72.87,38.96,30.26,0.0,2.83,30.73,22.03,69.2,56.25,16.37,3.98,6.0,RJ,Urban,Northern Zone
806,Kota,414.61,485.56,81.7,60.44,950.79,849.57,28.59,22.54,59.02,80.15,18.74,25.07,63.28,79.33,52.04,94.93,15.35,7.95,70.9,40.83,91.56,0.58,69.04,32.64,33.81,1.03,0.95,33.84,33.54,80.56,65.03,13.23,2.68,4.03,RJ,Rural,Northern Zone
808,Baran,528.93,668.16,95.74,53.09,973.65,793.94,25.59,14.69,49.73,85.3,16.08,37.91,62.45,75.7,46.51,96.01,7.33,5.15,65.48,31.28,97.07,0.0,66.33,59.8,44.01,2.2,2.03,43.5,32.65,80.0,68.58,28.11,4.64,7.03,RJ,Rural,Northern Zone
810,Jhalawar,687.17,737.54,110.33,48.75,962.97,829.34,29.23,14.26,44.12,77.17,15.56,40.57,58.86,62.6,33.37,98.31,18.49,9.05,74.17,17.95,94.04,1.29,72.48,60.21,33.12,1.35,1.22,38.57,30.55,77.71,58.61,8.96,1.42,6.11,RJ,Rural,Northern Zone
812,Udaipur,1368.56,1506.37,176.68,46.08,1076.8,1005.23,17.0,8.2,41.57,81.87,13.59,43.48,34.54,56.81,40.81,83.8,16.01,6.23,55.83,20.55,70.57,0.94,37.16,30.6,22.1,3.41,3.98,49.53,42.12,80.51,74.3,10.29,2.18,3.8,RJ,Rural,Northern Zone
814,Pratapgarh,453.58,510.91,70.23,46.42,977.26,821.55,10.98,8.76,42.68,70.16,13.8,42.19,53.93,54.16,29.61,93.97,30.14,16.43,68.44,21.7,89.27,1.36,66.77,53.07,30.3,0.91,0.81,46.96,36.24,76.93,65.1,9.33,2.21,9.79,RJ,Rural,Northern Zone
816,Mon,824.4904303599379,964.1878577013293,139.85737294761526,64.6,909.0,804.0,81.1,2.3,59.9,60.3,8.3,16.6,9.4,8.2,2.7,34.2,0.8,0.3,3.7,0.0,6.4,3.9,18.1,13.0,68.7,17.9,17.7,36.5,15.1,37.9,37.9,4.1,0.0,5.9,NL,Rural,North Eastern Zone
818,Mokokchung,824.4904303599379,964.1878577013293,139.85737294761526,87.3,906.0,1001.0,93.5,21.3,94.9,92.4,40.6,4.8,27.1,37.2,24.6,83.8,5.5,2.3,29.8,1.4,36.4,41.0,51.1,59.3,46.1,9.45931764705881,17.6,19.3,14.4,14.2,22.2,17.6,2.5,18.0,NL,Rural,North Eastern Zone
820,Zunheboto,824.4904303599379,964.1878577013293,139.85737294761526,83.4,901.0,759.0,83.3,7.7,83.1,88.4,22.3,8.6,26.9,18.2,4.7,57.0,0.0,0.0,14.0,1.4,20.6,2.5,22.7,19.4,63.0,13.4,13.3,29.5,9.4,29.3,27.3,12.8,2.7,8.0,NL,Rural,North Eastern Zone
822,Wokha,824.4904303599379,964.1878577013293,139.85737294761526,76.7,979.0,927.0,73.6,17.8,82.2,90.8,26.5,22.1,22.4,11.7,9.5,71.4,4.1,1.0,18.1,3.2,24.9,20.3,17.6,19.5,68.6,34.2,34.1,24.7,12.4,35.5,37.0,21.9,3.6,19.1,NL,Rural,North Eastern Zone
824,Dimapur,824.4904303599379,964.1878577013293,139.85737294761526,86.3,1028.0,1027.0,61.0,80.8,83.9,92.4,46.6,15.9,22.8,36.1,29.5,80.7,9.6,6.0,39.0,3.0,62.8,4.8,33.6,37.9,48.1,16.5,22.1,19.8,14.1,10.5,23.7,13.8,2.3,14.1,NL,Urban,North Eastern Zone
825,Dimapur,824.4904303599379,964.1878577013293,139.85737294761526,80.3,1037.0,1080.0,70.9,47.8,78.0,83.7,33.2,22.9,18.7,33.1,23.2,72.9,5.7,2.9,31.4,3.5,49.2,6.5,33.7,34.0,43.8,16.2,21.1,22.0,12.6,20.3,27.1,13.0,2.1,11.6,NL,Rural,North Eastern Zone
827,Phek,824.4904303599379,964.1878577013293,139.85737294761526,72.6,948.0,995.0,83.2,4.5,72.3,84.4,18.5,9.1,20.6,19.7,4.3,59.3,1.0,0.0,11.1,0.2,16.9,6.5,27.0,14.0,48.8,13.1,13.2,28.0,7.7,8.3,9.3,9.0,0.6,7.0,NL,Rural,North Eastern Zone
829,Tuensang,824.4904303599379,964.1878577013293,139.85737294761526,73.4,927.0,998.0,73.2,3.0,71.7,75.6,15.3,13.9,16.6,14.9,2.1,53.8,2.5,0.3,10.4,1.5,16.3,9.2,47.6,23.6,54.9,11.0,9.5,36.2,12.7,18.2,28.6,12.2,1.6,9.7,NL,Rural,North Eastern Zone
831,Longleng,824.4904303599379,964.1878577013293,139.85737294761526,77.9,812.0,773.0,75.1,1.8,73.9,82.8,13.8,24.7,18.6,5.9,1.2,48.4,0.4,0.0,4.7,0.0,7.4,9.3,10.9,12.5,67.7,13.3,11.7,28.9,14.6,13.1,19.6,7.3,0.4,2.0,NL,Rural,North Eastern Zone
833,Kiphire,824.4904303599379,964.1878577013293,139.85737294761526,72.2,951.0,964.0,85.9,4.9,69.1,80.7,13.8,16.9,22.6,12.8,1.7,48.2,0.9,0.0,12.1,0.0,21.4,4.5,33.9,16.5,41.2,21.0,23.0,48.6,11.3,18.6,22.0,10.6,1.7,10.3,NL,Rural,North Eastern Zone
835,Kohima,824.4904303599379,964.1878577013293,139.85737294761526,91.9,997.0,1139.0,65.9,84.4,92.7,90.0,62.4,1.7,27.9,50.2,39.7,82.0,9.5,7.3,36.4,0.6,58.8,10.9,63.7,44.0,45.4,37.4,37.9,20.7,10.5,27.6,18.6,23.0,3.0,28.3,NL,Urban,North Eastern Zone
836,Kohima,824.4904303599379,964.1878577013293,139.85737294761526,78.2,1003.0,1135.0,73.5,14.4,83.7,86.0,25.3,4.1,22.0,34.6,20.0,79.5,7.5,5.4,33.1,0.4,51.2,7.2,56.9,31.2,54.6,24.5,23.1,28.7,10.8,29.1,21.4,21.5,1.6,15.7,NL,Rural,North Eastern Zone
838,Peren,824.4904303599379,964.1878577013293,139.85737294761526,75.6,960.0,937.0,73.5,11.3,72.1,85.5,17.2,30.1,26.3,27.7,13.1,76.0,8.9,4.8,27.5,4.8,36.6,15.5,52.3,29.6,43.7,13.6,14.5,30.0,7.5,15.2,19.5,23.6,2.0,8.8,NL,Rural,North Eastern Zone
841,Kupwara,672.15,914.9,199.97,63.49,993.86,915.16,33.32,39.66,62.84,86.76,24.3,10.09,34.07,80.44,87.07,89.84,19.23,18.06,78.36,11.67,89.99,1.21,76.71,67.88,40.26,18.94,21.98,30.12,16.89,62.66,59.84,29.72,11.4,30.8,JK,Rural,Northern Zone
844,Badgam,639.16,959.88,194.45,54.32,989.3,1032.62,44.93,54.72,55.91,77.52,25.16,3.35,61.83,84.26,95.24,97.08,15.78,14.98,87.75,35.68,96.38,1.88,85.74,68.87,64.36,12.12,12.24,23.01,12.17,55.4,52.46,41.96,19.51,52.97,JK,Rural,Northern Zone
846,Leh(Ladakh),63.82,64.21,13.75,70.97,998.97,834.12,26.23,98.51,78.58,82.24,57.61,6.09,66.05,81.48,96.28,91.95,20.07,16.55,92.1,24.52,98.98,1.02,88.99,81.17,74.3,17.89,18.42,20.81,5.23,50.41,37.95,54.98,30.12,70.26,JK,Urban,Northern Zone
847,Leh(Ladakh),110.93,116.78,18.47,55.31,1054.26,825.9,11.2,81.52,67.41,88.58,40.52,4.69,71.98,73.99,88.77,91.59,36.84,31.38,86.6,30.12,95.65,0.0,76.71,59.8,61.41,29.23,32.43,20.46,5.1,39.05,31.15,43.93,8.61,35.3,JK,Rural,Northern Zone
850,Kargil,115.16,153.75,29.02,61.25,1003.67,760.01,8.82,31.78,63.23,87.13,37.28,5.73,60.06,82.34,86.1,93.4,29.45,26.54,75.67,18.84,85.77,2.83,80.18,70.46,51.6,21.76,24.12,42.13,15.54,47.17,31.73,23.58,6.38,28.79,JK,Rural,Northern Zone
853,Punch,698.2,1161.39,221.19,66.3,971.27,840.21,53.44,19.79,64.68,90.33,33.32,17.97,43.0,70.54,74.15,83.94,39.56,33.81,63.97,12.93,79.81,2.23,83.19,80.0,47.65,26.58,30.56,28.08,14.86,42.55,27.7,39.82,13.96,29.12,JK,Rural,Northern Zone
856,Rajouri,972.85,1354.27,294.61,66.9,1007.73,1105.93,36.35,27.83,67.86,87.56,32.23,26.17,23.43,55.94,55.49,70.31,18.32,12.03,53.06,13.72,75.84,3.55,42.18,61.77,58.44,22.6,23.59,37.09,18.19,45.72,34.37,34.35,14.72,24.8,JK,Rural,Northern Zone
859,Kathua,785.82,1046.82,227.29,69.65,896.94,771.33,38.97,32.72,77.84,89.9,41.39,6.65,63.03,81.31,92.53,89.43,54.05,50.39,79.82,37.43,91.22,3.35,81.17,45.99,48.93,23.05,22.81,32.16,16.2,39.74,35.16,37.34,13.01,31.16,JK,Rural,Northern Zone
862,Baramula,974.92,1317.95,318.94,62.01,931.92,998.03,60.54,64.58,64.0,81.37,29.32,3.88,46.08,85.67,95.53,93.76,31.6,31.04,79.15,6.61,92.61,0.41,82.57,73.03,52.99,30.59,33.85,28.39,16.71,54.11,46.38,20.37,7.53,50.85,JK,Rural,Northern Zone
865,Bandipore,395.01,601.2,136.32,61.68,1049.04,819.44,40.16,47.43,59.94,80.63,26.8,6.6,36.48,81.25,90.17,89.97,16.24,14.21,77.7,15.17,85.22,2.2,79.25,67.44,36.6,17.28,19.22,23.1,9.13,43.84,42.04,25.76,9.75,32.66,JK,Rural,Northern Zone
867,Srinagar,2284.09,2745.79,615.02,65.27,951.18,1059.48,66.56,97.29,74.63,85.01,45.86,3.32,64.48,85.0,90.93,90.21,27.29,23.66,84.58,33.87,99.2,0.43,85.22,75.73,32.17,18.22,16.87,27.31,4.23,35.85,48.8,47.35,14.44,55.87,JK,Urban,Northern Zone
871,Ganderbal,295.17,423.03,97.64,55.62,980.36,1140.6,53.35,59.5,57.69,81.65,22.92,8.64,47.29,83.42,94.51,93.52,12.98,12.61,91.22,25.86,95.31,0.9,80.64,72.9,45.0,24.3,24.01,24.91,10.15,41.91,41.66,39.07,18.82,51.72,JK,Rural,Northern Zone
874,Pulwama,605.09,816.25,186.31,62.37,947.37,859.17,66.84,77.56,67.63,88.42,37.24,0.54,37.24,92.25,98.18,95.61,29.93,29.01,81.42,8.15,93.89,0.74,90.98,67.62,41.13,21.01,20.74,22.83,9.06,40.87,48.93,39.14,11.39,59.38,JK,Rural,Northern Zone
877,Shupiyan,338.23,491.05,117.57,62.63,974.83,1157.49,57.46,39.5,64.43,86.72,33.5,3.04,33.82,89.4,96.07,95.3,20.62,18.73,76.1,5.49,92.07,0.99,70.74,60.9,44.32,17.08,16.87,23.99,9.43,37.67,39.45,33.47,12.51,53.57,JK,Rural,Northern Zone
880,Anantnag,931.56,1392.02,334.68,60.58,991.19,831.56,57.28,62.21,63.14,89.51,27.94,5.72,35.09,74.51,81.21,88.98,11.67,10.57,81.3,9.5,87.69,3.52,70.43,71.84,46.16,9.63,15.62,18.98,10.12,23.37,27.8,20.03,8.63,19.31,JK,Rural,Northern Zone
883,Kulgam,491.41,707.57,189.69,59.92,982.42,1043.88,48.92,44.0,60.5,83.44,26.79,3.67,36.04,90.24,93.97,90.25,20.28,19.42,75.54,7.05,87.65,2.09,80.5,63.02,52.1,29.09,28.36,22.71,7.73,46.44,41.54,30.81,9.41,41.16,JK,Rural,Northern Zone
886,Doda,584.81,697.0,141.07,54.67,1036.03,1021.34,45.16,11.51,52.64,82.8,29.98,20.55,22.34,39.62,34.0,62.02,8.04,4.02,36.31,6.15,47.6,9.31,38.53,51.38,35.94,26.08,29.44,37.47,15.11,31.42,20.67,31.08,19.41,19.97,JK,Rural,Northern Zone
889,Ramban,378.68,448.38,97.41,50.57,980.91,1060.83,39.03,15.62,43.24,80.53,22.03,10.98,27.55,62.1,51.46,83.21,17.73,15.16,55.28,14.7,60.48,3.93,56.93,81.54,42.9,21.17,25.89,33.95,14.78,36.93,34.08,55.32,44.23,51.09,JK,Rural,Northern Zone
892,Kishtwar,339.53,386.4,84.39,51.62,962.51,896.58,38.13,19.83,50.49,85.11,31.72,19.98,39.46,64.58,52.38,81.06,16.79,15.71,54.39,18.67,63.26,3.02,73.18,75.02,42.55,24.16,22.37,29.93,13.47,42.98,38.95,53.63,42.12,43.77,JK,Rural,Northern Zone
895,Udhampur,642.14,887.36,180.26,62.12,975.15,863.69,26.5,15.25,67.71,86.57,28.86,13.13,57.7,76.24,89.71,94.46,48.87,46.07,69.85,43.67,80.99,3.35,80.81,47.2,37.68,17.51,16.54,44.47,19.23,56.51,47.83,39.56,14.54,27.13,JK,Rural,Northern Zone
898,Reasi,440.16,654.03,154.28,65.73,945.08,866.76,40.55,14.76,63.56,84.29,32.11,16.12,46.42,55.23,57.24,78.64,37.48,28.06,47.88,8.66,62.37,3.34,72.95,70.07,46.34,25.02,25.89,25.32,13.52,54.93,40.1,33.34,14.74,27.94,JK,Rural,Northern Zone
900,Jammu,1307.92,1425.3,353.92,87.65,952.07,630.69,77.74,92.64,89.18,91.86,64.39,6.2,57.75,90.04,85.78,93.48,55.46,52.15,90.32,28.26,98.41,0.0,83.95,51.04,59.64,9.45931764705881,45.25,21.02,12.12,38.33,36.56,34.57,8.94,42.44,JK,Urban,Northern Zone
904,Samba,436.45,564.85,110.66,74.62,1028.79,929.09,43.7,47.14,80.82,94.64,45.91,7.23,27.68,73.3,77.83,75.76,47.74,37.28,79.69,18.16,85.94,1.42,70.53,36.84,41.72,32.67,32.9,18.81,16.82,46.24,37.48,27.39,7.52,21.96,JK,Rural,Northern Zone
906,Adilabad,559.0,539.0,80.0,48.9,1018.0,722.0,22.0,26.8,42.6,72.5,21.0,40.5,45.9,71.0,69.3,78.6,38.8,28.5,56.9,28.5,64.3,8.3,72.0,74.1,20.5,5.4,5.1,39.0,39.2,70.2,64.7,32.4,11.7,7.3,TG,Rural,Southern Zone
908,Nizamabad,591.0,578.0,63.0,48.1,1138.0,820.0,36.3,46.7,50.1,77.6,28.1,33.3,43.9,68.5,71.3,84.7,48.7,34.6,90.5,32.4,93.8,1.0,64.6,73.8,29.4,5.4,6.4,37.3,29.7,70.2,55.4,39.8,10.9,8.3,TG,Rural,Southern Zone
