,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
93,Kamrup,819.0,995.0,105.0,75.7,1006.0,1014.0,52.9,34.8,76.2,88.8,32.3,28.3,29.2,48.3,42.2,80.2,22.2,11.1,58.9,27.7,82.5,4.7,37.1,56.2,59.6,6.9,9.7,34.2,18.5,33.9,52.0,5.6,7.7,9.0,AS,Rural,North Eastern Zone
94,Kamrup,902.0,1085.0,130.0,76.1,1002.0,966.0,52.6,37.3,76.7,88.6,31.8,32.4,29.6,49.0,40.4,80.1,23.5,11.5,61.3,26.0,83.8,4.6,35.7,56.7,60.7,6.4,8.9,33.3,18.9,33.7,51.1,5.3,7.7,9.4,AS,Total,North Eastern Zone
95,Kamrup Metropolitan,701.0,694.0,67.0,89.5,981.0,825.0,62.5,87.4,86.3,94.6,52.7,21.5,36.7,67.4,60.0,86.7,47.7,30.9,73.4,26.2,94.2,0.0,77.1,58.4,60.1,12.2,13.2,23.3,16.2,32.9,54.8,8.5,12.2,9.5,AS,Urban,North Eastern Zone
96,Kamrup Metropolitan,867.0,881.0,97.0,87.3,964.0,751.0,61.2,79.0,84.3,93.5,48.2,22.2,36.0,65.3,56.9,86.3,46.1,28.1,71.8,25.9,93.3,0.0,72.8,63.0,58.8,10.5,11.0,24.6,17.3,34.5,53.8,7.6,10.4,7.9,AS,Total,North Eastern Zone
97,Nalbari,804.0,976.0,138.0,78.1,967.0,900.0,52.1,33.6,78.5,83.7,32.4,27.6,44.8,60.4,47.9,94.1,34.2,16.9,49.9,12.2,81.5,2.3,45.2,48.1,72.9,2.7,2.6,27.7,20.7,46.1,44.4,4.1,2.7,4.0,AS,Rural,North Eastern Zone
98,Nalbari,910.0,1103.0,163.0,78.6,964.0,891.0,51.2,35.5,79.3,85.5,33.3,26.4,44.5,62.3,49.2,94.6,33.8,17.1,50.5,12.2,82.8,2.2,48.8,48.1,71.9,2.5,2.4,26.8,20.5,45.3,44.1,3.8,2.6,4.1,AS,Total,North Eastern Zone
99,Baksa,872.0,1025.0,119.0,71.8,1048.0,979.0,54.3,15.9,72.4,83.5,27.8,29.3,38.9,60.9,49.7,92.5,39.9,21.5,69.6,33.7,87.6,1.6,59.3,54.7,74.0,13.0,12.7,32.8,17.5,38.9,53.0,5.7,7.1,2.7,AS,Rural,North Eastern Zone
100,Baksa,891.0,1044.0,125.0,71.9,1046.0,968.0,54.3,16.6,72.6,82.5,28.1,29.3,38.5,60.6,49.8,92.6,39.7,21.4,70.1,34.1,87.8,1.5,59.1,54.2,74.3,12.8,12.6,32.4,17.8,39.0,53.4,5.9,7.2,2.8,AS,Total,North Eastern Zone
101,Darrang,860.0,1010.0,133.0,69.1,969.0,983.0,44.6,12.8,66.1,70.0,21.1,40.3,45.1,60.7,38.2,95.5,25.6,12.0,38.8,11.6,64.3,3.3,40.8,47.8,74.0,1.1,1.1,43.7,27.5,45.8,45.8,1.8,9.0,11.5,AS,Rural,North Eastern Zone
102,Darrang,924.0,1087.0,144.0,70.5,977.0,1001.0,45.6,17.6,67.7,71.6,23.0,37.9,44.4,61.5,39.9,95.7,25.1,11.7,40.8,11.3,66.1,3.1,40.6,47.4,69.1,1.1,1.0,43.5,27.3,45.4,45.1,2.1,8.7,11.0,AS,Total,North Eastern Zone
103,Udalguri,881.0,1033.0,144.0,67.9,979.0,890.0,53.6,10.4,65.5,82.5,20.3,31.3,46.5,44.6,36.0,94.1,29.4,13.7,62.2,29.2,70.6,3.4,55.9,62.4,82.2,3.3,3.2,39.0,20.6,40.6,56.3,2.9,1.2,1.7,AS,Rural,North Eastern Zone
104,Udalguri,923.0,1083.0,152.0,68.9,981.0,898.0,53.8,14.1,66.6,83.6,21.2,30.4,46.8,45.2,37.0,94.4,29.9,13.3,61.7,27.6,72.2,3.2,52.8,61.3,80.5,3.1,3.0,39.1,20.0,39.7,54.8,2.8,1.1,2.0,AS,Total,North Eastern Zone
106,Garhwa,973.48,1103.13,122.9,54.98,1019.23,966.3,9.46,4.44,49.61,78.79,18.44,60.71,32.64,34.05,10.85,91.36,2.89,1.23,34.99,17.87,56.96,9.02,54.02,50.59,32.65,7.79,7.06,46.17,32.24,64.86,60.43,10.69,4.82,7.11,JH,Rural,Eastern Zone
107,Garhwa,1022.86,1160.65,128.7,55.62,1012.89,946.85,10.84,5.72,50.98,79.75,19.73,58.77,33.28,35.07,11.57,90.74,3.34,1.56,35.0,18.03,57.81,8.69,54.16,50.36,32.14,7.58,6.88,45.58,31.77,65.38,60.13,10.94,4.86,6.83,JH,Total,Eastern Zone
109,Chatra,752.74,878.08,89.79,55.94,1064.13,961.51,10.57,7.83,49.92,66.67,19.75,50.78,35.21,26.42,10.96,81.32,6.58,2.51,37.29,12.4,54.55,7.56,41.05,56.26,27.14,10.27,10.27,50.85,37.91,61.53,56.7,15.49,3.73,5.01,JH,Rural,Eastern Zone
110,Chatra,799.95,947.03,98.23,57.32,1046.32,937.5,14.64,10.78,52.43,66.32,22.05,49.01,35.59,28.26,11.79,82.09,6.93,2.61,38.53,12.34,55.65,7.34,41.97,56.92,27.18,10.09,10.0,49.57,37.26,60.61,56.64,15.41,3.62,5.26,JH,Total,Eastern Zone
112,Kodarma,394.91,486.56,46.87,58.24,1120.39,876.26,18.05,19.77,52.62,86.95,22.54,61.23,48.23,66.59,54.78,95.14,7.79,5.95,59.94,19.58,75.33,7.11,68.26,50.16,21.16,5.68,8.21,43.6,35.96,75.24,63.85,20.75,2.55,0.56,JH,Rural,Eastern Zone
113,Kodarma,515.83,636.14,73.43,61.75,1062.17,879.89,28.56,31.06,57.63,87.89,28.81,50.84,52.79,68.56,57.39,95.13,10.85,9.13,64.85,16.83,78.55,6.34,70.87,49.25,19.18,4.4,7.18,42.42,32.49,72.38,61.77,20.27,2.15,0.52,JH,Total,Eastern Zone
115,Giridih,1528.24,1850.47,189.91,55.2,1090.77,752.1,11.91,9.1,46.55,74.45,15.33,56.56,43.51,57.23,35.25,93.74,9.51,6.36,59.61,40.11,61.24,10.55,44.98,63.54,39.08,1.62,1.52,45.24,36.43,75.42,69.92,21.13,8.24,4.03,JH,Rural,Eastern Zone
116,Giridih,1694.76,2046.89,233.07,57.6,1083.06,773.13,18.34,14.58,50.61,78.5,19.02,52.55,44.1,57.55,35.89,93.87,9.68,6.47,60.35,39.74,63.28,10.29,47.58,65.5,39.48,2.21,2.04,45.77,34.6,74.38,68.48,21.11,8.61,4.02,JH,Total,Eastern Zone
118,Deoghar,932.75,1046.98,146.6,54.66,974.62,808.03,9.43,8.18,46.01,79.01,16.7,61.25,40.87,61.89,22.27,92.1,19.9,8.02,36.87,23.37,53.55,5.18,62.3,42.01,35.14,7.13,7.3,45.65,42.28,64.51,57.42,5.87,3.6,3.81,JH,Rural,Eastern Zone
119,Deoghar,1186.78,1360.44,212.87,59.9,957.97,778.29,22.31,20.52,52.71,79.07,24.52,52.73,42.95,62.21,25.53,92.46,20.55,8.98,39.64,24.2,57.97,4.57,64.2,41.56,33.59,7.88,7.88,44.77,37.99,64.58,55.94,5.85,3.6,4.62,JH,Total,Eastern Zone
121,Godda,995.07,949.79,114.96,50.65,1027.02,912.63,14.6,4.11,40.61,73.57,16.73,65.18,40.71,56.25,28.22,93.57,9.13,3.15,45.27,25.31,57.72,8.46,60.76,47.29,40.22,6.75,6.51,55.11,36.95,81.99,71.8,10.88,5.35,3.64,JH,Rural,Eastern Zone
122,Godda,1050.83,1013.63,122.67,51.62,1031.28,933.39,17.14,6.04,42.51,75.23,18.55,63.47,40.23,56.0,28.83,93.82,8.77,3.03,45.21,25.04,57.53,8.67,60.08,47.84,40.57,6.57,6.34,53.99,35.56,80.72,71.57,10.66,5.11,3.41,JH,Total,Eastern Zone
124,Sahibganj,771.94,817.63,106.11,48.48,991.51,854.88,21.63,6.0,41.44,57.06,12.52,42.73,32.2,35.05,19.95,89.26,8.13,3.71,34.81,21.46,46.7,7.3,62.81,48.59,28.98,5.74,5.64,49.53,32.14,71.07,62.15,10.52,4.24,2.35,JH,Rural,Eastern Zone
125,Sahibganj,906.67,944.86,123.96,51.51,976.96,819.63,24.69,11.64,45.88,60.67,15.79,38.36,32.86,35.12,19.98,90.3,7.45,3.29,33.99,20.3,48.15,7.05,62.24,48.82,29.5,5.38,5.26,50.22,31.45,70.37,61.89,9.95,3.76,3.07,JH,Total,Eastern Zone
127,Pakur,678.09,775.83,105.79,50.14,1023.38,907.39,10.8,4.02,38.16,68.68,11.67,40.06,30.17,56.22,29.62,95.02,8.93,4.0,46.9,30.94,48.4,6.68,70.68,63.93,41.73,5.7,5.39,51.47,38.2,73.77,71.39,9.55,3.62,2.83,JH,Rural,Eastern Zone
128,Pakur,741.35,844.83,127.18,51.32,1022.38,944.93,13.39,6.51,39.14,71.2,12.07,41.1,30.94,57.16,29.74,95.17,9.15,4.17,45.5,31.03,49.4,6.12,70.06,62.26,40.63,6.49,6.16,51.84,37.75,74.26,71.08,9.24,3.62,3.16,JH,Total,Eastern Zone
129,Dhanbad,1216.41,1465.93,209.15,71.22,946.26,874.67,39.32,29.73,73.59,87.29,38.43,27.37,49.32,64.32,50.25,97.32,23.69,16.01,55.43,30.14,76.24,6.94,69.2,43.52,27.11,9.64,8.14,36.34,25.85,66.11,58.89,15.28,4.09,3.72,JH,Urban,Eastern Zone
130,Dhanbad,826.19,966.17,135.02,59.12,947.44,998.59,12.7,6.94,60.23,84.5,21.8,34.08,43.02,44.8,27.78,92.81,16.35,9.12,33.17,16.28,52.19,16.22,78.57,53.23,12.36,7.35,6.97,40.99,38.51,74.54,70.64,10.84,1.88,1.65,JH,Rural,Eastern Zone
131,Dhanbad,2042.6,2432.1,344.17,66.29,946.75,928.64,28.55,20.52,68.29,86.2,31.82,29.92,46.66,55.56,40.16,95.3,20.39,12.92,45.44,23.91,65.4,11.13,73.49,47.82,20.06,8.57,7.63,38.46,30.85,69.87,63.56,13.51,3.21,2.9,JH,Total,Eastern Zone
132,Bokaro,836.73,987.99,127.01,72.15,988.23,941.18,59.0,48.74,72.88,86.65,46.38,22.85,51.08,78.29,53.59,95.45,33.85,26.17,66.86,25.17,74.95,9.52,60.69,49.34,27.07,9.65,8.91,32.85,24.36,68.5,67.1,10.3,2.17,4.49,JH,Urban,Eastern Zone
133,Bokaro,806.22,927.64,129.62,55.24,961.4,913.58,11.62,4.06,53.17,87.42,24.83,40.57,51.09,50.95,24.75,95.66,14.47,8.13,39.89,16.61,51.76,11.43,71.0,47.58,19.16,6.76,6.43,45.86,37.43,79.09,78.06,8.38,4.02,5.79,JH,Rural,Eastern Zone
134,Bokaro,1642.94,1915.63,256.63,63.78,974.67,926.32,35.75,26.82,63.34,87.04,35.94,30.64,51.09,63.94,38.46,95.56,23.68,16.7,52.71,20.68,62.46,10.55,66.22,48.41,23.03,8.26,7.73,39.78,30.72,74.0,72.41,9.37,3.07,5.12,JH,Total,Eastern Zone
136,Lohardaga,313.88,341.88,39.0,57.01,1042.17,1096.0,12.38,6.39,55.53,78.36,26.85,30.0,21.99,44.96,13.97,87.88,20.62,3.22,44.41,10.55,70.27,3.17,57.9,60.8,54.96,9.57,8.73,43.82,37.21,64.13,67.92,2.17,2.47,3.32,JH,Rural,Eastern Zone
137,Lohardaga,356.89,388.7,44.27,60.17,1036.56,1042.87,19.45,14.87,60.04,80.94,32.01,28.52,23.7,48.17,16.68,89.1,22.88,6.05,46.66,12.11,71.77,3.29,59.98,61.22,55.45,8.63,7.82,41.69,34.85,64.92,66.67,2.46,2.63,4.26,JH,Total,Eastern Zone
138,Purbi Singhbhum,1138.29,1352.1,161.22,80.91,1005.16,971.01,70.95,69.06,83.37,94.65,59.08,16.18,35.55,76.65,65.94,94.57,19.63,14.12,41.21,7.7,87.2,3.01,62.49,37.58,24.64,18.1,16.7,28.2,14.69,59.38,60.56,11.51,8.32,2.99,JH,Urban,Eastern Zone
139,Purbi Singhbhum,908.84,959.02,133.09,56.11,996.2,815.06,8.9,4.43,54.56,73.15,21.1,38.06,24.66,42.75,34.92,94.09,10.57,5.62,33.46,6.33,76.11,5.27,77.33,56.58,25.52,11.52,11.11,50.15,27.96,73.65,74.79,4.94,3.36,1.81,JH,Rural,Eastern Zone
140,Purbi Singhbhum,2047.12,2311.12,294.31,70.1,1001.22,889.91,43.4,40.37,71.42,84.93,43.32,26.13,30.8,59.89,50.6,94.33,15.15,9.91,37.38,7.02,81.7,4.13,68.9,46.94,25.07,14.98,14.1,39.34,20.22,66.47,66.59,8.78,6.26,2.5,JH,Total,Eastern Zone
142,Palamu,1214.9,1257.27,177.82,53.35,1002.27,1053.19,10.68,6.81,52.46,74.59,21.15,46.03,24.0,34.44,19.14,81.51,7.48,2.58,25.45,12.01,51.44,12.78,54.94,51.99,33.28,3.88,4.81,46.27,32.41,59.42,52.67,9.5,4.41,2.19,JH,Rural,Eastern Zone
143,Palamu,1389.3,1491.95,222.66,57.59,998.42,1009.13,17.19,16.21,58.03,78.2,27.43,40.46,24.66,38.37,24.18,82.98,9.15,3.96,30.05,12.86,54.77,12.36,57.72,50.62,34.58,3.5,4.36,45.39,30.51,59.5,53.62,10.39,4.5,2.33,JH,Total,Eastern Zone
145,Latehar,507.48,527.79,58.26,56.11,1014.34,837.04,9.58,3.19,49.9,68.46,18.03,38.33,25.0,26.47,13.44,78.82,7.05,2.45,32.21,8.26,49.62,8.6,53.22,53.35,31.97,6.13,7.92,44.87,30.96,48.99,53.22,11.19,4.79,4.49,JH,Rural,Eastern Zone
146,Latehar,543.77,569.15,68.73,57.19,1017.01,857.36,12.0,5.16,51.37,72.9,20.04,37.14,24.73,28.35,15.02,79.49,8.41,3.37,33.36,8.44,51.01,8.35,52.72,54.17,31.63,5.98,7.74,44.18,30.0,50.11,53.93,11.89,5.13,4.73,JH,Total,Eastern Zone
148,Hazaribagh,1047.55,1317.89,169.74,60.76,1009.64,862.6,17.12,10.06,58.64,83.5,29.82,48.5,55.19,55.41,35.62,90.76,12.13,9.0,55.65,33.36,74.26,7.94,71.93,69.18,41.06,1.69,1.65,51.34,33.38,66.85,61.62,13.95,5.22,4.09,JH,Rural,Eastern Zone
149,Hazaribagh,1283.03,1631.99,228.1,63.77,1004.17,861.9,27.69,18.0,62.6,86.29,35.43,40.79,54.75,59.35,39.09,91.67,13.39,9.56,58.43,37.11,76.52,6.87,72.52,69.47,41.5,1.53,1.5,49.27,32.39,64.33,60.84,14.76,5.88,4.01,JH,Total,Eastern Zone
150,Ramgarh,303.89,369.58,50.52,74.39,993.9,960.93,51.04,33.2,80.98,81.39,47.63,22.88,39.96,52.6,43.7,94.51,21.36,13.94,50.81,35.03,78.3,5.95,64.94,44.54,32.91,8.11,7.65,31.16,23.41,73.55,64.2,13.15,4.64,5.87,JH,Urban,Eastern Zone
151,Ramgarh,389.81,462.92,62.22,62.03,1005.01,979.25,30.1,5.81,69.23,82.8,32.04,32.1,41.39,50.4,26.68,94.95,17.63,9.4,43.69,30.14,66.29,13.95,66.9,53.2,38.4,5.68,5.46,44.92,33.02,69.61,70.23,6.99,1.54,2.84,JH,Rural,Eastern Zone
152,Ramgarh,693.7,832.5,112.73,67.46,1000.1,971.17,39.27,17.81,74.45,82.16,38.96,27.69,40.76,51.36,34.11,94.76,19.26,11.38,46.8,32.27,71.57,10.43,66.05,49.37,36.07,6.59,6.35,38.69,28.75,71.34,67.56,9.72,2.92,4.18,JH,Total,Eastern Zone
154,Dumka,1063.52,1064.04,144.22,55.72,1018.91,1030.49,7.67,3.87,48.7,69.76,11.46,48.61,33.5,58.07,27.94,95.01,12.82,5.27,41.86,24.9,52.6,7.77,75.6,49.95,30.9,16.59,16.44,44.6,38.95,76.0,65.59,11.41,2.92,3.74,JH,Rural,Eastern Zone
155,Dumka,1146.48,1159.48,160.97,58.01,1016.76,1020.92,12.13,8.95,51.81,72.17,15.86,47.38,34.31,58.3,29.04,95.22,14.18,6.51,43.46,26.05,54.27,7.45,76.0,50.09,31.42,17.24,17.08,43.79,37.29,74.88,63.71,10.89,3.1,3.94,JH,Total,Eastern Zone
157,Jamtara,604.39,675.92,101.27,53.77,982.24,898.17,10.13,1.2,43.67,76.47,11.64,46.91,37.79,60.23,26.61,93.95,12.74,8.08,42.36,19.07,57.79,13.97,61.65,45.39,34.45,9.41,9.42,43.64,38.38,76.31,65.7,7.22,2.76,2.18,JH,Rural,Eastern Zone
158,Jamtara,666.07,761.28,114.68,56.32,989.96,915.24,13.99,3.68,46.88,78.78,15.09,44.73,38.8,61.61,29.28,94.31,14.28,9.19,43.78,18.11,60.58,13.58,62.44,45.92,32.94,9.1,9.08,44.13,35.94,73.68,64.54,6.84,2.66,2.33,JH,Total,Eastern Zone
159,Ranchi,965.84,1188.7,156.59,81.85,940.1,847.86,66.17,75.79,85.48,90.24,61.32,20.35,36.02,78.49,59.22,97.19,44.08,29.04,65.63,30.14,87.61,2.83,70.85,51.34,37.98,8.36,12.21,23.99,18.68,49.5,53.08,9.58,4.08,12.08,JH,Urban,Eastern Zone
160,Ranchi,1317.02,1399.44,188.87,62.19,975.02,1165.18,16.96,12.11,62.37,81.63,30.69,34.28,41.36,64.07,27.16,96.59,27.27,9.7,42.98,21.19,69.82,9.09,65.86,56.86,38.6,3.68,4.33,51.85,37.89,74.13,73.81,3.84,2.7,3.81,JH,Rural,Eastern Zone
161,Ranchi,2282.87,2588.14,345.46,70.53,960.06,1026.08,37.78,39.05,72.99,85.53,44.75,28.1,39.08,69.78,39.87,96.83,33.93,17.36,51.96,24.74,76.87,6.61,67.7,54.71,38.36,5.19,7.07,40.66,29.1,64.84,64.53,6.48,3.34,7.61,JH,Total,Eastern Zone
163,Khunti,374.32,402.45,55.23,56.23,970.2,1079.01,10.34,2.76,55.96,70.51,23.07,29.51,32.79,53.08,42.14,91.82,23.74,12.52,41.34,18.76,65.16,9.11,69.34,62.31,27.97,12.04,11.79,40.84,25.96,65.99,64.83,14.03,7.81,1.61,JH,Rural,Eastern Zone
164,Khunti,408.49,445.09,59.88,58.51,974.26,1082.35,13.99,7.34,59.21,71.6,27.18,27.78,34.36,55.46,43.01,91.79,24.37,13.45,44.37,17.85,67.72,8.44,72.69,63.29,30.05,13.42,13.05,40.09,25.49,64.75,64.11,13.95,8.23,1.55,JH,Total,Eastern Zone
166,Gumla,660.84,724.41,83.17,64.02,1062.84,988.1,13.34,5.93,66.24,82.1,25.57,25.05,22.92,45.31,24.2,88.1,19.44,6.26,42.8,23.22,67.78,5.99,58.57,68.48,30.86,10.0,9.59,46.51,28.53,73.51,70.36,3.93,1.83,1.9,JH,Rural,Eastern Zone
167,Gumla,709.75,790.25,87.55,65.9,1067.19,1007.44,16.28,10.58,68.0,82.28,28.88,24.0,22.82,45.83,24.39,88.39,19.77,6.25,43.24,24.25,69.26,5.67,58.82,67.51,31.7,9.62,9.1,45.82,27.48,73.8,69.64,5.23,2.31,2.41,JH,Total,Eastern Zone
169,Simdega,408.13,400.06,51.58,57.65,1038.45,1161.28,4.7,1.79,55.67,73.94,21.68,15.83,22.87,38.67,12.53,93.28,6.72,1.48,25.74,12.69,45.6,7.0,52.53,54.72,33.21,17.28,16.99,39.95,31.08,81.85,78.92,4.16,2.52,5.78,JH,Rural,Eastern Zone
170,Simdega,450.84,455.74,60.55,59.94,1034.26,1122.24,8.5,5.68,58.62,72.84,24.91,14.72,24.12,40.75,12.82,93.93,7.24,1.67,28.94,14.0,49.17,6.41,56.87,56.46,34.11,17.8,18.26,39.21,30.35,79.98,78.21,4.66,2.95,5.77,JH,Total,Eastern Zone
172,Pashchimi Singhbhum,971.97,1005.72,107.57,46.17,1042.96,983.66,10.32,2.42,43.0,64.02,14.32,22.9,13.1,16.1,10.03,81.54,10.07,3.13,21.27,9.57,33.02,4.02,48.14,34.91,31.68,0.91,0.86,62.94,34.38,84.23,75.44,4.13,1.42,3.2,JH,Rural,Eastern Zone
173,Pashchimi Singhbhum,1148.03,1234.67,150.17,50.86,1047.9,1010.38,16.1,10.0,49.77,69.58,20.55,21.32,15.43,19.62,12.61,82.94,10.88,4.57,25.26,9.43,37.41,3.89,49.71,36.67,31.47,2.53,2.39,59.41,32.37,83.83,72.79,5.17,1.4,3.62,JH,Total,Eastern Zone
175,Saraikela Kharsawan,659.2,720.62,110.47,57.65,968.64,908.13,9.29,4.09,52.68,78.62,24.52,36.42,23.62,56.44,21.2,95.37,19.9,4.65,48.2,15.49,61.31,7.96,74.53,57.4,54.27,6.3,5.97,47.08,41.34,82.43,83.37,3.24,2.04,3.68,JH,Rural,Eastern Zone
176,Saraikela Kharsawan,992.08,1083.72,158.61,64.83,946.59,898.37,26.95,24.9,60.03,78.24,32.9,33.17,26.59,61.65,26.09,93.8,24.54,6.83,52.32,14.82,64.47,7.64,65.1,55.44,44.05,5.51,5.07,45.11,34.77,81.88,78.79,5.03,3.57,6.62,JH,Total,Eastern Zone
177,Bargarh,1075.27,1179.8,169.82,69.07,1023.05,956.36,23.67,9.44,68.39,87.03,23.25,13.16,51.7,79.88,62.45,97.82,43.16,25.65,81.47,29.4,91.54,2.07,82.9,68.68,70.58,4.18,3.71,39.8,31.96,68.18,69.18,20.0,1.99,4.76,OR,Rural,Eastern Zone
178,Bargarh,1181.31,1282.25,188.72,69.62,1019.55,928.98,26.35,13.26,69.22,86.84,24.41,13.73,51.6,79.82,63.52,98.0,43.51,27.14,79.95,28.92,91.99,1.9,81.44,68.97,69.97,3.87,3.47,39.05,31.09,68.32,68.54,19.55,1.91,4.53,OR,Total,Eastern Zone
179,Jharsuguda,166.17,205.14,27.3,80.63,972.14,960.2,57.06,53.15,82.26,91.82,47.01,13.62,58.31,83.09,78.52,98.84,48.8,35.7,90.21,37.89,95.94,1.86,69.46,80.91,72.72,8.48,8.47,24.57,18.57,65.91,66.0,30.79,10.48,11.41,OR,Urban,Eastern Zone
180,Jharsuguda,259.38,297.39,40.32,70.92,994.73,1044.71,29.53,11.81,71.86,83.83,28.37,9.41,56.69,74.14,71.48,95.95,50.46,37.06,87.47,26.64,94.64,1.16,85.66,68.97,72.69,10.38,10.73,42.48,34.13,67.96,71.34,28.89,3.34,6.18,OR,Rural,Eastern Zone
181,Jharsuguda,425.55,502.54,67.62,74.73,985.68,1007.32,40.28,27.96,76.1,87.05,35.98,11.21,57.36,77.91,74.45,97.16,49.76,36.49,88.62,31.38,95.2,1.46,79.07,74.14,72.7,9.55,9.72,34.86,27.85,67.08,69.19,29.66,6.25,8.32,OR,Total,Eastern Zone
182,Sambalpur,545.5,587.35,76.59,68.71,1038.82,1078.96,23.37,8.54,69.84,82.35,19.77,7.53,47.87,69.7,81.84,98.27,41.35,33.93,71.25,22.42,87.04,2.53,78.6,52.73,67.01,5.5,5.31,44.15,32.23,75.27,75.61,27.18,3.69,5.57,OR,Rural,Eastern Zone
183,Sambalpur,766.34,853.86,113.92,72.38,1027.46,973.33,33.65,22.74,72.23,82.57,25.9,11.8,49.06,71.94,82.96,98.75,43.53,35.12,74.41,27.06,90.75,1.81,74.38,53.34,65.37,7.65,7.46,40.23,28.1,70.54,72.99,28.2,3.88,5.72,OR,Total,Eastern Zone
184,Debagarh,220.77,222.15,25.08,68.05,1080.04,1161.25,29.51,4.85,65.24,79.06,23.22,24.5,30.53,49.49,58.14,93.1,34.13,19.52,70.33,24.54,84.72,2.92,67.99,70.21,72.24,10.28,9.68,33.18,32.52,29.22,42.83,19.57,5.49,3.26,OR,Rural,Eastern Zone
185,Debagarh,233.82,238.04,28.5,69.27,1071.71,1136.07,30.93,7.43,66.83,80.49,25.6,23.42,30.23,49.92,58.36,93.43,33.97,19.88,71.22,24.59,85.29,2.81,68.41,70.32,72.41,10.96,10.33,33.39,31.43,30.03,42.62,19.56,5.37,3.25,OR,Total,Eastern Zone
186,Sundargarh,501.3,621.14,86.13,79.22,997.76,1032.45,60.4,55.96,76.89,84.58,46.3,13.05,45.78,69.18,81.11,96.08,48.11,39.57,82.76,38.55,91.4,1.15,80.74,76.51,72.54,16.03,16.03,34.93,21.24,64.64,68.61,27.56,7.21,11.62,OR,Urban,Eastern Zone
187,Sundargarh,924.98,1145.83,130.43,65.08,1064.51,1038.09,25.7,7.62,64.06,84.66,28.78,16.86,49.99,75.43,80.4,98.87,38.82,30.51,76.77,42.57,86.63,2.2,88.32,59.76,80.87,16.01,14.97,38.3,30.32,80.29,72.84,29.67,6.77,7.28,OR,Rural,Eastern Zone
188,Sundargarh,1426.28,1766.97,216.55,69.94,1040.7,1036.16,37.9,24.61,68.57,84.63,34.94,15.51,48.51,73.25,80.65,97.9,42.06,33.67,78.86,41.17,88.25,1.84,85.39,65.77,77.94,16.02,15.33,37.18,27.2,75.29,71.4,28.93,6.93,8.81,OR,Total,Eastern Zone
189,Kendujhar,1103.31,1184.78,131.12,60.52,1059.33,859.38,13.36,8.53,62.72,83.67,23.73,30.29,32.17,46.44,40.05,83.08,42.15,19.56,61.65,31.8,72.67,3.03,76.61,68.97,58.58,9.31,9.66,44.24,31.24,29.08,40.39,24.01,7.88,9.22,OR,Rural,Eastern Zone
190,Kendujhar,1316.82,1444.45,185.09,64.06,1065.0,851.02,20.54,16.44,66.28,86.83,28.1,28.11,33.77,45.74,39.55,83.87,45.37,19.04,59.08,28.91,72.74,3.15,77.59,71.72,56.78,8.87,9.19,44.55,28.91,32.72,40.47,24.1,7.62,9.36,OR,Total,Eastern Zone
191,Mayurbhanj,1613.75,1677.69,205.58,57.27,1038.54,992.39,14.78,5.49,55.82,78.5,21.21,36.09,31.77,64.67,73.4,91.45,34.04,24.35,73.97,32.99,85.12,5.09,73.41,73.79,59.51,8.03,7.39,44.58,33.17,35.06,42.03,32.22,9.84,6.15,OR,Rural,Eastern Zone
192,Mayurbhanj,1737.81,1828.71,240.46,59.27,1032.42,982.52,18.1,9.5,58.27,81.62,23.63,35.03,32.92,64.78,72.49,91.78,35.1,24.7,74.98,34.09,85.63,4.92,72.69,74.61,60.41,7.87,7.25,43.48,31.59,34.49,42.35,32.56,10.14,7.01,OR,Total,Eastern Zone
